Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Price,Discount,Profit,Actual Return,Return_Reason,Return_Status,Return_Type,Refund_Amount,Order_Date,Return_Date,Return_Delay_Days,Return_Flag,Predicted_Return,Predicted_Return_Probabilty,Return_Risk,probabilty in %,Discount in % 
661,CA-2015-146563,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,724.08,14,51.72,0.2,-135.765,No,N/A,No,N/A,0,22-09-2023,0,0,0,0,0.383432797,Low,38.34327969,20
662,CA-2015-146563,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,918.785,5,183.757,0.3,-118.1295,No,N/A,No,N/A,0,02-06-2023,0,0,0,0,0.252525259,Low,25.25252588,30
663,CA-2015-146563,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",2.724,3,0.908,0.8,-4.2222,No,N/A,No,N/A,0,25-02-2023,0,0,0,0,0.428136692,Medium,42.81366916,80
664,CA-2016-123666,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,10011,East,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95,5,91.99,0,18.398,No,N/A,No,N/A,0,13-03-2023,0,0,0,1,0.494707713,Medium,49.47077131,0
665,CA-2016-143308,Same Day,RC-19825,Roy Collins,Consumer,United States,Louisville,Kentucky,40214,South,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",10.74,3,3.58,0,5.2626,No,N/A,No,N/A,0,26-11-2023,0,0,0,0,0.467455712,Medium,46.7455712,0
666,CA-2017-132682,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,23.76,3,7.92,0.2,2.079,Yes,Don't want to promote this item,Picked,Exchange,23.76,30-12-2023,11-01-2024,12,1,0,0.41971211,Medium,41.971211,20
667,CA-2017-132682,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,85.056,3,28.352,0.2,28.7064,No,N/A,No,N/A,0,10-08-2023,0,0,0,0,0.434581642,Medium,43.45816419,20
668,CA-2017-132682,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,381.576,3,127.192,0.2,28.6182,No,N/A,No,N/A,0,03-08-2023,0,0,0,0,0.360528591,Low,36.05285912,20
669,CA-2014-156314,First Class,RP-19390,Resi Pölking,Consumer,United States,Cleveland,Ohio,44105,East,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,5,6.072,0.2,8.7285,No,N/A,No,N/A,0,08-04-2023,0,0,0,0,0.460334162,Medium,46.03341619,20
670,US-2017-106663,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,3,7.992,0.6,-14.3856,No,N/A,No,N/A,0,02-08-2023,0,0,0,0,0.425186583,Medium,42.51865832,60
671,US-2017-106663,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.925,1,108.925,0.5,-71.8905,No,N/A,No,N/A,0,18-02-2023,0,0,0,0,0.201660433,Low,20.1660433,50
672,US-2017-106663,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",36.352,8,4.544,0.2,11.36,No,N/A,No,N/A,0,21-09-2023,0,0,0,0,0.326869507,Low,32.68695068,20
673,CA-2017-111178,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Quincy,Illinois,62301,Central,OFF-AR-10001954,Office Supplies,Art,Newell 331,19.56,5,3.912,0.2,1.7115,No,N/A,No,N/A,0,31-03-2023,0,0,0,0,0.421245675,Medium,42.12456747,20
674,CA-2017-130351,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,20.48,0,16.5888,Yes,Got in better price,Rejected,Exchange,61.44,14-03-2023,18-03-2023,4,1,1,0.546974069,Medium,54.69740695,0
675,CA-2017-130351,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",38.9,5,7.78,0,17.505,No,N/A,No,N/A,0,26-08-2023,0,0,0,1,0.492385222,Medium,49.23852221,0
676,CA-2017-130351,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,33.13,0,40.7499,No,N/A,No,N/A,0,07-04-2023,0,0,0,1,0.51314451,Medium,51.31445104,0
677,US-2017-119438,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,2.688,3,0.896,0.8,-7.392,Yes,Don't want to promote this item,Approved,Refund Only,2.688,27-01-2023,06-02-2023,10,1,1,0.497061111,Medium,49.7061111,80
678,US-2017-119438,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",27.816,3,9.272,0.2,4.5201,No,N/A,No,N/A,0,14-03-2023,0,0,0,0,0.450990184,Medium,45.09901844,20
679,US-2017-119438,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82.524,3,27.508,0.6,-41.262,No,N/A,No,N/A,0,23-06-2023,0,0,0,0,0.457245994,Medium,45.72459942,60
680,US-2017-119438,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994,3,60.998,0.8,-320.2395,No,N/A,No,N/A,0,07-01-2023,0,0,0,0,0.461728121,Medium,46.17281215,80
681,CA-2016-164511,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,4.784,0.2,4.6644,No,N/A,No,N/A,0,22-07-2023,0,0,0,0,0.460917575,Medium,46.09175755,20
682,CA-2016-164511,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,32.48,0,2.5984,Yes,Don't want to promote this item,Rejected,Exchange,64.96,13-04-2023,22-04-2023,9,1,0,0.47622927,Medium,47.62292698,0
683,CA-2016-164511,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,68.6,4,17.15,0,18.522,No,N/A,No,N/A,0,22-12-2023,0,0,0,0,0.474244375,Medium,47.42443746,0
684,US-2017-168116,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,7999.98,4,1999.995,0.5,-3839.9904,No,N/A,No,N/A,0,13-03-2023,0,0,0,0,0.235088699,Low,23.50886992,50
685,US-2017-168116,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44,2,83.72,0.2,14.651,Yes,Damaged product,Received,Exchange,167.44,21-01-2023,24-01-2023,3,1,1,0.510698079,Medium,51.06980788,20
686,CA-2014-157784,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,159.99,0,163.1898,No,N/A,No,N/A,0,21-08-2023,0,0,0,0,0.439013212,Medium,43.90132124,0
687,CA-2014-157784,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,OFF-LA-10001934,Office Supplies,Labels,Avery 516,14.62,2,7.31,0,6.8714,Yes,Don't want to promote this item,Pending,Exchange,14.62,18-07-2023,20-07-2023,2,1,1,0.536292871,Medium,53.62928706,0
688,CA-2014-157784,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,19.44,3,6.48,0,9.3312,No,N/A,No,N/A,0,01-11-2023,0,0,0,0,0.456452566,Medium,45.64525659,0
689,CA-2017-161480,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10035,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",191.984,2,95.992,0.2,4.7996,No,N/A,No,N/A,0,14-10-2023,0,0,0,0,0.428939565,Medium,42.8939565,20
690,US-2014-117135,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01,1,104.01,0,14.5614,No,N/A,No,N/A,0,24-12-2023,0,0,0,0,0.282297493,Low,28.22974934,0
691,US-2014-117135,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,284.82,1,284.82,0,74.0532,No,N/A,No,N/A,0,05-09-2023,0,0,0,0,0.278472713,Low,27.84727132,0
692,US-2014-117135,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,36.84,3,12.28,0,10.3152,No,N/A,No,N/A,0,27-02-2023,0,0,0,0,0.464236685,Medium,46.42366853,0
693,CA-2015-131534,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90036,West,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,166.24,0,24.936,Yes,Packaging is not good,Received,Exchange,166.24,28-12-2023,09-01-2024,12,1,0,0.379801479,Low,37.98014794,0
694,CA-2015-131534,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,33.4,5,6.68,0,16.032,No,N/A,No,N/A,0,16-09-2023,0,0,0,1,0.511342774,Medium,51.13427737,0
695,CA-2015-119291,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",198.272,8,24.784,0.2,17.3488,No,N/A,No,N/A,0,07-12-2023,0,0,0,0,0.40254611,Medium,40.25461103,20
696,CA-2015-119291,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-LA-10002312,Office Supplies,Labels,Avery 490,47.36,4,11.84,0.2,17.76,No,N/A,No,N/A,0,11-06-2023,0,0,0,0,0.372758072,Low,37.27580718,20
697,CA-2015-119291,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,28.712,0.2,62.8075,No,N/A,No,N/A,0,24-10-2023,0,0,0,0,0.388843226,Low,38.88432257,20
698,CA-2015-119291,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",97.696,4,24.424,0.2,31.7512,No,N/A,No,N/A,0,22-04-2023,0,0,0,0,0.402149068,Medium,40.2149068,20
699,CA-2015-119291,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2.696,1,2.696,0.2,0.8088,No,N/A,No,N/A,0,07-01-2023,0,0,0,0,0.202473468,Low,20.24734681,20
700,CA-2015-119291,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18.588,2,9.294,0.7,-13.6312,No,N/A,No,N/A,0,14-03-2023,0,0,0,0,0.394537714,Low,39.45377139,70
701,CA-2015-119291,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,3,1.632,0.7,-3.4272,No,N/A,No,N/A,0,12-03-2023,0,0,0,0,0.390786206,Low,39.07862063,70
702,CA-2017-114552,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Cleveland,Ohio,44105,East,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",15.072,3,5.024,0.2,4.1448,Yes,Changed mind,Approved,Refund Only,15.072,16-01-2023,31-01-2023,15,1,1,0.4876615,Medium,48.76615001,20
703,CA-2016-163755,Second Class,AS-10285,Alejandro Savely,Corporate,United States,Seattle,Washington,98103,West,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",209.88,3,69.96,0,35.6796,No,N/A,No,N/A,0,13-07-2023,0,0,0,1,0.509775679,Medium,50.97756795,0
704,CA-2015-142027,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,Long Beach,California,90805,West,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,369.912,3,123.304,0.2,-13.8717,Yes,Got in better price,Approved,Refund Only,369.912,11-12-2023,26-12-2023,15,1,0,0.439561935,Medium,43.95619348,20
705,CA-2014-138527,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,10.368,2,5.184,0.2,3.6288,No,N/A,No,N/A,0,10-06-2023,0,0,0,0,0.381143048,Low,38.11430479,20
706,CA-2014-138527,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,166.84,5,33.368,0.2,18.7695,No,N/A,No,N/A,0,13-08-2023,0,0,0,0,0.437532961,Medium,43.75329614,20
707,CA-2014-138527,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,15.216,1,15.216,0.2,2.2824,No,N/A,No,N/A,0,29-12-2023,0,0,0,0,0.251128136,Low,25.11281358,20
708,CA-2014-112158,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,4,29.99,0,52.7824,No,N/A,No,N/A,0,21-05-2023,0,0,0,1,0.498721861,Medium,49.87218611,0
709,CA-2014-112158,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92,5,176.784,0.2,-110.49,No,N/A,No,N/A,0,22-02-2023,0,0,0,0,0.396103579,Low,39.61035785,20
710,CA-2014-112158,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",46.72,8,5.84,0.2,15.768,No,N/A,No,N/A,0,22-08-2023,0,0,0,0,0.457776979,Medium,45.7776979,20
711,CA-2014-113887,First Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10035,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,55.48,0,26.6304,No,N/A,No,N/A,0,17-04-2023,0,0,0,0,0.299647974,Low,29.96479735,0
712,CA-2017-146136,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Palm Coast,Florida,32137,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",24.448,4,6.112,0.2,8.8624,Yes,Damaged product,Received,Exchange,24.448,08-02-2023,19-02-2023,11,1,0,0.452228213,Medium,45.2228213,20
713,US-2017-100048,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,281.34,6,46.89,0,109.7226,Yes,Product Quality is poor,Pending,Refund Only,281.34,13-07-2023,28-07-2023,15,1,1,0.485748819,Medium,48.57488185,0
714,US-2017-100048,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,153.99,0,89.3142,No,N/A,No,N/A,0,21-03-2023,0,0,0,0,0.367739449,Low,36.77394487,0
715,US-2017-100048,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,299.97,3,99.99,0,113.9886,No,N/A,No,N/A,0,10-11-2023,0,0,0,0,0.436711509,Medium,43.67115093,0
716,CA-2014-153150,Second Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,19.92,5,3.984,0.2,6.972,Yes,Expectation not fulfilled,Picked,Refund Only,19.92,20-05-2023,25-05-2023,5,1,1,0.548182806,Medium,54.81828065,20
717,CA-2014-130092,First Class,SV-20365,Seth Vernon,Consumer,United States,Dover,Delaware,19901,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,4.97,0,3.0814,No,N/A,No,N/A,0,27-12-2023,0,0,0,0,0.386151254,Low,38.61512536,0
718,CA-2017-108910,Standard Class,KC-16540,Kelly Collister,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",103.056,3,34.352,0.2,24.4758,No,N/A,No,N/A,0,11-05-2023,0,0,0,0,0.472013515,Medium,47.2013515,20
719,CA-2014-104472,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.808,3,19.936,0.2,19.4376,No,N/A,No,N/A,0,27-01-2023,0,0,0,1,0.487183252,Medium,48.71832516,20
720,CA-2014-104472,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,73.32,6,12.22,0,21.996,No,N/A,No,N/A,0,08-02-2023,0,0,0,0,0.478496803,Medium,47.84968034,0
721,CA-2016-112942,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3,48.94,0,73.41,No,N/A,No,N/A,0,29-01-2023,0,0,0,1,0.54337439,Medium,54.33743903,0
722,CA-2016-142335,Standard Class,MP-17965,Michael Paige,Corporate,United States,Detroit,Michigan,48205,Central,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1652.94,3,550.98,0,231.4116,No,N/A,No,N/A,0,28-09-2023,0,0,0,0,0.394656826,Low,39.46568259,0
723,CA-2016-142335,Standard Class,MP-17965,Michael Paige,Corporate,United States,Detroit,Michigan,48205,Central,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,3,98.79,0,80.0199,No,N/A,No,N/A,0,12-08-2023,0,0,0,0,0.421572703,Medium,42.15727032,0
724,CA-2014-117429,Standard Class,MR-17545,Mathew Reese,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",129.92,5,25.984,0.2,21.112,Yes,Damaged product,Rejected,Exchange,129.92,03-11-2023,15-11-2023,12,1,1,0.521951945,Medium,52.19519452,20
725,CA-2016-114713,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Hialeah,Florida,33012,South,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,45.584,7,6.512,0.2,5.1282,No,N/A,No,N/A,0,13-09-2023,0,0,0,0,0.376375965,Low,37.63759651,20
726,CA-2017-144113,Standard Class,JF-15355,Jay Fein,Consumer,United States,Austin,Texas,78745,Central,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",17.568,2,8.784,0.2,6.3684,No,N/A,No,N/A,0,18-08-2023,0,0,0,0,0.415788184,Medium,41.57881835,20
727,CA-2017-144113,Standard Class,JF-15355,Jay Fein,Consumer,United States,Austin,Texas,78745,Central,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,55.992,1,55.992,0.2,5.5992,Yes,Packaging is not good,Received,Exchange,55.992,06-01-2023,08-01-2023,2,1,0,0.390991681,Low,39.09916812,20
728,US-2016-150861,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,182.72,8,22.84,0,84.0512,No,N/A,No,N/A,0,26-08-2023,0,0,0,0,0.446601382,Medium,44.66013824,0
729,US-2016-150861,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",400.032,2,200.016,0.4,-153.3456,No,N/A,No,N/A,0,23-10-2023,0,0,0,0,0.25328443,Low,25.32844303,40
730,US-2016-150861,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",33.63,3,11.21,0,10.089,No,N/A,No,N/A,0,27-01-2023,0,0,0,1,0.497632226,Medium,49.7632226,0
731,US-2016-150861,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",542.646,3,180.882,0.1,102.4998,Yes,Product mismatch,Rejected,Refund Only,542.646,17-07-2023,25-07-2023,8,1,1,0.584475985,Medium,58.44759849,10
732,US-2016-150861,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,6.3,2,3.15,0,3.024,Yes,Changed mind,Picked,Exchange,6.3,02-12-2023,10-12-2023,8,1,0,0.406511981,Medium,40.65119807,0
733,CA-2017-131954,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,80.98,0,9.7176,No,N/A,No,N/A,0,29-03-2023,0,0,0,0,0.464763988,Medium,46.47639877,0
734,CA-2017-131954,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,3,59.99,0,86.3856,No,N/A,No,N/A,0,15-07-2023,0,0,0,1,0.486941741,Medium,48.6941741,0
735,CA-2017-131954,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,99.696,6,16.616,0.2,33.6474,No,N/A,No,N/A,0,20-10-2023,0,0,0,0,0.48497406,Medium,48.49740599,20
736,CA-2017-131954,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936,4,6.984,0.2,9.4284,Yes,Got in better price,Pending,Exchange,27.936,24-08-2023,03-09-2023,10,1,1,0.501389038,Medium,50.13890378,20
737,CA-2017-131954,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98,1,84.98,0,18.6956,Yes,Packaging is not good,Received,Exchange,84.98,10-12-2023,19-12-2023,9,1,0,0.418401136,Medium,41.84011356,0
738,CA-2017-131954,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72,5,3.744,0.2,6.552,No,N/A,No,N/A,0,01-03-2023,0,0,0,0,0.387372586,Low,38.73725863,20
739,CA-2014-132500,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,49.98,2,24.99,0,8.4966,No,N/A,No,N/A,0,14-03-2023,0,0,0,0,0.484623419,Medium,48.46234191,0
740,CA-2014-112326,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,OFF-LA-10003223,Office Supplies,Labels,Avery 508,11.784,3,3.928,0.2,4.2717,No,N/A,No,N/A,0,29-05-2023,0,0,0,0,0.376685545,Low,37.66855449,20
741,CA-2014-112326,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,272.736,3,90.912,0.2,-64.7748,No,N/A,No,N/A,0,09-09-2023,0,0,0,0,0.4144469,Medium,41.44469002,20
742,CA-2014-112326,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,3.54,2,1.77,0.8,-5.487,No,N/A,No,N/A,0,05-01-2023,0,0,0,0,0.342269906,Low,34.22699057,80
743,US-2016-146710,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,5,10.304,0.2,-10.948,No,N/A,No,N/A,0,26-03-2023,0,0,0,0,0.43763495,Medium,43.76349499,20
